S0,K,T,r,sigma,american_put_price
70.28561622153597,110.55771206719602,0.942736305094103,0.021103202128454415,0.25348510631186577,40.27209584566005
99.9422289952092,98.82969032113965,1.5361349935857005,0.0834015279662894,0.36819688363415126,12.581089903173876
108.1198686098686,102.53255653381248,1.5327214295983045,0.026770403125094114,0.34109026708148504,13.216275585515596
62.29512066975556,96.96626790618535,1.761726908790269,0.08759136369735648,0.32691806524461164,34.67114723642979
71.83408676619648,80.09085577281755,0.052563661286649764,0.012508475313570966,0.1076784429440067,8.25676900662107
134.25688183682956,93.26044167935095,1.8442702759376817,0.061365059527263115,0.15194942222428118,0.08539563712571463
65.63364609233575,119.65954236474752,0.07545347291472826,0.054574566024424655,0.28950415975886645,54.02589627241177
70.38191595194384,105.84133798689601,1.8959052687808207,0.03236716804187983,0.2194670091529543,35.45942203495217
135.866276263342,80.92462601186647,1.1738292828591836,0.0334097609508616,0.24758846509912733,0.19127388789197453
109.75068742371063,119.19287457180143,1.8148937784593402,0.08060906401643575,0.22229388314422344,12.899356911724336
89.51944989838327,108.75351274274726,0.26394527165415343,0.04487291104534202,0.25122120363420075,19.23412016131862
100.911201744261,106.7889389695796,1.4869986925898295,0.0089727583089533,0.2809691306698992,16.52413729843001
113.02743620134393,86.42977622116162,0.6436068086751031,0.04117723367021508,0.343639269370742,1.9770508267871654
82.02470526089034,115.64590550389858,0.3403837996909351,0.0384570740440513,0.30979978681353004,33.62120024300823
71.03744582935643,87.05188450732332,1.5898352995459653,0.018832014345510507,0.1265030028646774,16.014438677966893
123.04316756031935,119.06035268072085,0.5028968544519072,0.06681844513353895,0.11312414696435674,1.2525975056469723
113.62884672819871,80.435283788904,0.4393221410469762,0.005441243590170597,0.24993814040207327,0.10127550099065628
100.99058507865283,107.12313569920383,0.5318656349962054,0.00037827637040488415,0.4299209470190769,16.22527537641618
125.33891487757265,90.79130745342245,0.09598142782574806,0.01904561310645766,0.14193372511935953,2.2592098771866076e-15
103.92602150960211,106.90977083109364,0.0877642946861992,0.05601189084606162,0.4527107839168951,6.981234050940638
138.47309114378444,114.50182157699169,1.3710228013246615,0.036703147661695745,0.20290598507386975,2.469413501378005
76.3607569064036,101.27903393909118,1.2325954708870894,0.0919556557660015,0.19468857358729819,24.918277032687584
104.29842902921823,108.92320829740859,1.353282866673775,0.07004362450539531,0.1497381676776493,6.556756271713369
98.68997575387101,89.22639742160393,0.858789607683411,0.02132615066229905,0.1406747324152324,1.2172165214790043
88.26198840483585,113.01847110957155,1.024967357438819,0.0006166231047956994,0.24301425365105606,26.709047849191705
107.32762431592349,82.90539893682455,0.4894954338628905,0.06643989638993754,0.4127582976063856,2.2476040313692254
78.82409853340644,99.89319693907169,0.4819317921400621,0.08086618726895169,0.40254612314346916,22.05307918941821
124.17621470227868,87.29261617627125,0.08773409975722493,0.05029439988661284,0.33390928960757105,0.00033422258055432083
129.38668414739317,87.24738886259819,0.365880589935174,0.034101112441164295,0.23557011399138095,0.00909355068878251
70.30077369822808,83.96261471586656,0.11045522710737926,0.047500492296711765,0.25531694367646196,13.66184101763848
97.3658565390617,90.8558712911367,0.5858164573738049,0.03463946656096406,0.19185942961851113,2.344247829965283
82.17159140269635,86.62895337481235,0.9170412371682047,0.013411770224758701,0.26750273026356247,10.457725593518381
66.64935981881939,84.3595574843733,0.9174734621382463,0.017253706094557144,0.4228808267845495,22.148107468741237
